"id_pesquisador","nome_pesquisador","email","historico_projetos","financiamento_anterior","publicacoes","id_instituicao","nome_instituicao","endereco","historico_projetos-2","id_projeto","titulo_projeto","resumo","orcamento_aprovado","cronograma","instituicao_id","funcao_pesquisador_projeto","id_edital","titulo_edital","descricao_edital","criterios","prazo","requisitos","id_proposta","data_submissao","status_proposta","avaliacao","id_financiamento","valor_financiamento","etapas","valor_liberado","data_liberacao","status_financiamento","id_despesa","descricao_despesa","valor_despesa","data_despesa","id_relatorio_progresso","data_submissao_relatorio_progresso","status_projeto","descricao_relatorio_progresso","id_relatorio_financeiro","data_submissao_relatorio_financeiro","valor_gasto","valor_aprovado_relatorio_financeiro","conformidade","id_relatorio_pesquisador_instituicao","descricao_relatorio_pesquisador_instituicao"
4,"Marina Lopes","marina.lopes@researchhealth.net","Análise de Sentimento em Redes Sociais para Políticas Públicas",25000.0,"Processamento de Linguagem Natural, Análise de Sentimento e Políticas Públicas",11,"Faculdade Pio XII","Rua Álvaro Sarlo, 123, Vitória - ES","Projetos nas áreas de direito e administração",11,"Monitoramento de Bem-Estar de Idosos com Dispositivos Wearables","Desenvolvimento de uma plataforma que utiliza wearables para monitorar a saúde e o bem-estar de idosos em tempo real.",95000.0,"Desenvolvimento, Testes, Implementação",11,"Pesquisador Sênior",13,"Edital de Machine Learning para Detecção de Fraudes em Saúde","Fomento a projetos que utilizam machine learning para identificar fraudes em processos de reembolso de saúde e serviços médicos.","Precisão do modelo de ML, Impacto na gestão de saúde, Viabilidade técnica","2026-06-30","Empresas de TI, Instituições de saúde",13,"2024-10-15","Submetida","Avaliação preliminar da IA para Previsão de Resultados Educacionais",11,95000.0,2,50000.0,"2025-01-15","Concluído",41,"Publicação de Artigos Científicos",8000.0,"2025-12-15",11,"2024-09-11","Concluído","O sistema de monitoramento de UTIs com IA foi concluído e está sendo utilizado em hospitais parceiros.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,"Renato Cunha","renato.cunha@medchatbots.org","Chatbots com IA para Atendimento em Centros de Saúde",42000.0,"IA Conversacional para Atendimento em Saúde, Chatbots e Automação Médica",27,"Centro Universitário Serra dos Órgãos (UNIFESO)","Avenida Alberto Torres, 111, Teresópolis - RJ","Projetos em biotecnologia e saúde animal",27,"Solução de IA para Previsão de Demandas de Medicamentos","Desenvolvimento de uma solução baseada em IA para prever a demanda por medicamentos em hospitais e clínicas.",160000.0,"Pesquisa, Desenvolvimento, Testes",27,"Pesquisador Júnior",23,"Edital de Machine Learning para Prevenção de Doenças Crônicas","Fomento ao desenvolvimento de modelos de machine learning para prevenção de doenças crônicas em populações de risco.","Precisão do modelo, Impacto na saúde pública, Viabilidade técnica","2027-04-30","Instituições de pesquisa médica, Empresas de TI",23,"2024-11-30","Aprovada","Plataforma de Gerenciamento de Dados Clínicos com Big Data aprovada com destaque",27,160000.0,2,100000.0,"2025-09-15","Concluído",57,"Contratação de Serviços Técnicos",18000.0,"2026-06-30",27,"2024-09-27","Concluído","O projeto de IA para análise de dados clínicos em telemedicina foi finalizado e está em uso.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,"Roberta Fernandes","roberta.fernandes@medchatbots.ai","Chatbots com IA para Atendimento em Centros de Saúde",15000.0,"Chatbots Inteligentes para Atendimento Médico, Automação de Serviços de Saúde",1,"Universidade Federal do Espírito Santo (UFES)","Avenida Fernando Ferrari, 514, Goiabeiras, Vitória - ES","Projetos em biotecnologia, saúde e sustentabilidade",29,"Solução de Big Data para Análise de Dados Clínicos em Tempo Real - Versão Avançada","Versão aprimorada da solução de Big Data para análise de dados clínicos em tempo real.",120000.0,"Desenvolvimento, Implementação, Validação",1,"Pesquisador Sênior",27,"Edital de IA para Telemedicina e Análise de Dados Clínicos","Projetos focados no desenvolvimento de IA para análise de dados clínicos em plataformas de telemedicina.","Capacidade de análise, Impacto no atendimento médico, Viabilidade técnica","2027-08-31","Empresas de TI, Instituições de saúde",27,"2024-12-15","Reprovada","Solução de IA para Previsão de Demandas de Medicamentos não foi aceita",29,120000.0,2,60000.0,"2025-10-15","Em Andamento",59,"Manutenção de Infraestrutura de TI",10000.0,"2026-07-15",29,"2024-09-29","Em Andamento","A solução de big data para análise de dados clínicos em tempo real está sendo validada com dados hospitalares.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,"Juliana Souza","juliana.souza@recomendamed.org","Plataforma de Recomendação de Tratamentos Médicos com IA",40000.0,"Sistemas de Recomendação em Saúde, IA aplicada a Tratamentos Personalizados",3,"Faculdade Multivix Vitória","Rua Dr. João Carlos de Souza, Santa Lúcia, Vitória - ES","Projetos na área de saúde, tecnologia e engenharia",3,"Sistema de Monitoramento de Dados Urbanos para Cidades Inteligentes","Desenvolvimento de um sistema de monitoramento de dados de infraestrutura e trânsito em tempo real, utilizando big data e IoT.",75000.0,"Desenvolvimento, Testes, Implementação",3,"Pesquisador Sênior",1,"Edital para Inovações em IA para Saúde","Seleção de projetos que visam desenvolver inovações em Inteligência Artificial aplicada à saúde, com foco em diagnóstico e tratamento automatizado.","Impacto no setor de saúde, Uso de IA, Viabilidade técnica","2024-09-30","Instituições de ensino superior, Empresas de tecnologia",1,"2024-08-01","Submetida","Avaliação preliminar da Plataforma de Inteligência Artificial para Saúde",3,75000.0,4,75000.0,"2024-08-01","Concluído",33,"Contratação de Pessoal Temporário",30000.0,"2025-09-10",3,"2024-09-03","Em Andamento","O projeto de cidades inteligentes está na fase de coleta de dados urbanos para monitoramento em tempo real.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,"Isabela Ribeiro","isabela.ribeiro@governtech.ai","Automação de Processos em Governos Locais com IA",38000.0,"IA na Gestão Pública, Automação de Processos Governamentais",14,"Fundação João Pinheiro","Alameda das Acácias, 70, Bairro São Luiz, Belo Horizonte - MG","Pesquisas em políticas públicas e economia",14,"Sistema de Reconhecimento Facial para Segurança em Hospitais","Implementação de reconhecimento facial com IA para monitoramento e segurança de pacientes e funcionários em hospitais.",150000.0,"Desenvolvimento, Testes, Implementação",14,"Pesquisador Júnior",12,"Edital de Soluções em Telemedicina com Big Data","Iniciativas que desenvolvam plataformas de telemedicina, integrando análise de big data para suporte a diagnósticos e acompanhamento de pacientes.","Capacidade de análise em tempo real, Impacto na saúde, Eficiência do sistema","2026-04-30","Empresas de tecnologia, Instituições de saúde",12,"2024-10-10","Reprovada","Análise de Dados para Prevenção de Doenças Crônicas não foi aceita",14,150000.0,3,100000.0,"2025-03-01","Em Andamento",14,"Manutenção de Infraestrutura",10000.0,"2025-02-01",14,"2024-09-14","Em Andamento","O sistema de IA para prevenção de epidemias está sendo calibrado com dados de mobilidade urbana.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,"Eduardo Lima","eduardo.lima@healthstock.org","IA para Otimização de Estoques em Hospitais",49000.0,"Gestão de Estoques com IA, Otimização de Recursos Hospitalares",25,"Centro Universitário Estácio de Sá de Vitória","Rua Amélia da Cunha Ornelas, 100, Vitória - ES","Pesquisas em direito e administração",25,"IA para Prevenção de Epidemias com Análise de Dados de Mobilidade","Sistema baseado em IA que utiliza dados de mobilidade para prever e mitigar a disseminação de epidemias.",80000.0,"Pesquisa, Desenvolvimento, Testes",25,"Pesquisador Júnior",22,"Edital de IA para Gestão de Telemedicina","Fomento a soluções de IA para gestão e análise de dados em plataformas de telemedicina, melhorando o atendimento remoto de pacientes.","Capacidade de análise, Impacto no atendimento médico, Viabilidade técnica","2027-03-31","Empresas de TI, Instituições de saúde",22,"2024-11-25","Submetida","Avaliação preliminar da IA para Detecção de Doenças Respiratórias",25,80000.0,3,40000.0,"2025-08-15","Concluído",55,"Aquisição de Softwares",12000.0,"2026-06-01",25,"2024-09-25","Concluído","O sistema de IA para triagem de pacientes em centros de emergência foi finalizado e implantado.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,"Ana Torres","ana.torres@smartcitieslab.com","Sistema de Monitoramento de Dados Urbanos para Cidades Inteligentes",20000.0,"Internet das Coisas e Cidades Inteligentes, Big Data na Gestão Urbana",1,"Universidade Federal do Espírito Santo (UFES)","Avenida Fernando Ferrari, 514, Goiabeiras, Vitória - ES","Projetos em biotecnologia, saúde e sustentabilidade",1,"Plataforma de Inteligência Artificial para Saúde Pública","Desenvolvimento de uma plataforma de IA para analisar dados de saúde e auxiliar em diagnósticos e políticas de saúde pública.",50000.0,"Desenvolvimento, Implementação",1,"Pesquisador Sênior",8,"Edital de Wearables para Monitoramento de Saúde de Idosos","Projetos que visam o desenvolvimento de dispositivos wearables para monitorar a saúde de idosos e prevenir emergências médicas.","Inovação em dispositivos, Impacto na saúde, Sustentabilidade","2025-10-31","Empresas de tecnologia vestível, Instituições de saúde",8,"2024-09-25","Aprovada","Monitoramento de Bem-Estar de Idosos com Wearables aprovado com distinção",1,50000.0,2,25000.0,"2024-06-01","Em Andamento",1,"Compra de Equipamentos",15000.0,"2024-06-15",1,"2024-09-01","Em Andamento","A plataforma de IA para saúde está em fase de desenvolvimento de algoritmos preditivos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,"Carolina Nunes","carolina.nunes@epidemiccontrol.ai","IA para Prevenção de Epidemias com Análise de Dados de Mobilidade",50000.0,"IA em Epidemiologia, Prevenção de Epidemias com Big Data",18,"Centro Universitário São Camilo","Rua São Camilo, 50, Cachoeiro de Itapemirim - ES","Projetos na área de saúde e educação",18,"IA para Otimização de Estoques em Hospitais","Desenvolvimento de um sistema de IA para otimizar o controle de estoques de medicamentos e equipamentos hospitalares.",135000.0,"Pesquisa, Desenvolvimento, Implementação",18,"Coordenador",17,"Edital de IA para Triagem de Pacientes em Pronto-Socorro","Desenvolvimento de IA para realizar triagem inicial de pacientes em pronto-socorro, agilizando o atendimento e priorização de casos.","Precisão da triagem, Impacto na saúde, Eficiência do sistema","2026-10-31","Instituições de saúde, Startups de IA",17,"2024-11-01","Aprovada","Data Analytics para Saúde Ocupacional aprovado com recomendação de ajustes",18,135000.0,3,80000.0,"2025-05-01","Em Andamento",48,"Compra de Ferramentas de TI",18000.0,"2026-03-25",18,"2024-09-18","Em Andamento","A plataforma de análise de dados para prevenção de desastres naturais está sendo validada com simulações reais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,"Isabela Ribeiro","isabela.ribeiro@governtech.ai","Automação de Processos em Governos Locais com IA",38000.0,"IA na Gestão Pública, Automação de Processos Governamentais",5,"Universidade Federal de Minas Gerais (UFMG)","Avenida Presidente Antônio Carlos, 6627, Pampulha, Belo Horizonte - MG","Projetos em educação, tecnologia e engenharia",5,"Análise de Sentimento em Redes Sociais para Políticas Públicas","Aplicação de técnicas de processamento de linguagem natural (NLP) para análise de sentimentos em redes sociais sobre políticas públicas.",30000.0,"Coleta de Dados, Análise, Relatório",5,"Coordenador",2,"Edital de Análise de Big Data para Saúde Pública","Projetos focados na análise de big data para otimização de políticas públicas e alocação de recursos na área da saúde.","Relevância social, Capacidade de análise de grandes volumes de dados, Inovação","2025-01-31","Pesquisadores da área de saúde pública, Instituições de pesquisa",2,"2024-08-15","Aprovada","Avaliação final da Análise de Big Data para Saúde Pública",5,30000.0,1,30000.0,"2024-09-15","Concluído",35,"Serviços de Consultoria",40000.0,"2025-10-01",5,"2024-09-05","Em Andamento","A análise de sentimento em redes sociais para políticas públicas está sendo testada com dados reais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,"Juliana Souza","juliana.souza@recomendamed.org","Plataforma de Recomendação de Tratamentos Médicos com IA",40000.0,"Sistemas de Recomendação em Saúde, IA aplicada a Tratamentos Personalizados",3,"Faculdade Multivix Vitória","Rua Dr. João Carlos de Souza, Santa Lúcia, Vitória - ES","Projetos na área de saúde, tecnologia e engenharia",3,"Sistema de Monitoramento de Dados Urbanos para Cidades Inteligentes","Desenvolvimento de um sistema de monitoramento de dados de infraestrutura e trânsito em tempo real, utilizando big data e IoT.",75000.0,"Desenvolvimento, Testes, Implementação",3,"Pesquisador Sênior",1,"Edital para Inovações em IA para Saúde","Seleção de projetos que visam desenvolver inovações em Inteligência Artificial aplicada à saúde, com foco em diagnóstico e tratamento automatizado.","Impacto no setor de saúde, Uso de IA, Viabilidade técnica","2024-09-30","Instituições de ensino superior, Empresas de tecnologia",1,"2024-08-01","Submetida","Avaliação preliminar da Plataforma de Inteligência Artificial para Saúde",3,75000.0,4,75000.0,"2024-08-01","Concluído",3,"Compra de Materiais",20000.0,"2024-08-10",3,"2024-09-03","Em Andamento","O projeto de cidades inteligentes está na fase de coleta de dados urbanos para monitoramento em tempo real.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"Lucas Almeida","lucas.almeida@projetosaude.org","Plataforma de Inteligência Artificial para Saúde, Análise de Big Data para Saúde Pública",10000.0,"Análise de Dados em Saúde Pública, IA aplicada à Medicina",20,"Fundação Oswaldo Cruz (FIOCRUZ)","Avenida Brasil, 4365, Manguinhos, Rio de Janeiro - RJ","Projetos em saúde pública e desenvolvimento de vacinas",20,"Aplicação de Machine Learning para Identificação de Fraudes em Saúde","Desenvolvimento de algoritmos de machine learning para identificar fraudes em processos de reembolso de saúde.",85000.0,"Pesquisa, Desenvolvimento, Testes",20,"Pesquisador Sênior",19,"Edital de Chatbots com IA para Atendimento em Centros de Saúde","Fomento a projetos de chatbots inteligentes para atendimento automatizado em centros de saúde, melhorando o acesso a informações e triagem inicial.","Capacidade de interação, Impacto na saúde, Escalabilidade","2026-12-31","Empresas de tecnologia, Instituições de saúde",19,"2024-11-10","Submetida","Avaliação preliminar da Plataforma de Apoio à Decisão para Políticas de Saúde Pública",20,85000.0,3,50000.0,"2025-06-01","Em Andamento",20,"Publicação de Resultados",12000.0,"2025-04-15",20,"2024-09-20","Em Andamento","A solução de IA para gerenciamento de dados clínicos em tempo real está em fase de integração com sistemas de saúde.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,"Viviane Pereira","viviane.pereira@utimonitoring.com","Sistema de Monitoramento de Pacientes com IA em UTIs",34000.0,"Monitoramento em Tempo Real com IA, Cuidado Intensivo Automatizado",7,"Universidade Estadual de Campinas (UNICAMP)","Rua Sérgio Buarque de Holanda, 777, Cidade Universitária, Campinas - SP","Pesquisas em inteligência artificial e ciências da computação",7,"Diagnóstico Automatizado com IA em Imagens Médicas","Desenvolvimento de um sistema de IA para análise automatizada de imagens médicas, como raio-X e ressonâncias magnéticas, para apoiar diagnósticos.",95000.0,"Pesquisa, Desenvolvimento, Testes",7,"Coordenador",3,"Edital para Soluções em Cidades Inteligentes","Projetos voltados para a criação de plataformas inteligentes de monitoramento de dados urbanos, usando IoT e big data.","Inovação tecnológica, Impacto na mobilidade urbana, Sustentabilidade","2025-06-30","Empresas de tecnologia, Instituições públicas e privadas",3,"2024-09-01","Reprovada","Sistema de Monitoramento de Dados Urbanos para Cidades Inteligentes não atendeu aos critérios",7,95000.0,2,60000.0,"2024-11-01","Concluído",37,"Publicação de Livros",12000.0,"2025-10-30",7,"2024-09-07","Concluído","O sistema de IA para diagnóstico de imagens médicas foi implementado e está em fase de avaliação clínica.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,"Rafael Oliveira","rafael.oliveira@facescansecurity.com","Sistema de Reconhecimento Facial para Segurança em Hospitais",32000.0,"Reconhecimento Facial em Segurança, IA aplicada a Ambientes de Saúde",24,"Faculdade Pitágoras de Linhares","Rua Augusto Calmon, 2497, Linhares - ES","Projetos em ciências econômicas e gestão de negócios",24,"Chatbots com IA para Atendimento em Centros de Saúde","Criação de chatbots inteligentes para atendimento ao público em centros de saúde, melhorando o acesso a informações e triagem inicial.",120000.0,"Desenvolvimento, Treinamento, Implementação",24,"Pesquisador Sênior",25,"Edital de IA para Triagem de Pacientes em Centros de Emergência","Desenvolvimento de sistemas inteligentes de triagem para melhorar o atendimento em centros de emergência, utilizando IA e machine learning.","Precisão da triagem, Impacto na saúde, Escalabilidade","2027-06-30","Instituições de saúde, Startups de tecnologia",25,"2024-12-05","Submetida","Avaliação preliminar da IA para Prevenção de Epidemias com Análise de Mobilidade",24,120000.0,2,70000.0,"2025-08-01","Em Andamento",24,"Consultoria Técnica",20000.0,"2025-06-01",24,"2024-09-24","Em Andamento","O sistema de IA para previsão de demandas em hospitais está em fase de ajustes para otimizar a alocação de recursos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,"Rodrigo Gomes","rodrigo.gomes@chronicdata.org","Análise de Dados para Prevenção de Doenças Crônicas",25000.0,"Prevenção de Doenças Crônicas com IA, Análise Preditiva em Saúde",4,"Centro Universitário Vila Velha (UVV)","Rua Comissário José Dantas de Melo, Boa Vista, Vila Velha - ES","Pesquisas em ciências da saúde e engenharia biomédica",4,"Chatbots Inteligentes para Atendimento em Serviços Públicos","Criação de chatbots com IA para atendimento automatizado em serviços públicos, visando melhorar a eficiência e reduzir custos.",200000.0,"Desenvolvimento, Treinamento, Implantação",4,"Coordenador",9,"Edital de Análise Preditiva para Doenças Crônicas","Incentivo a soluções que utilizam big data e IA para prever e prevenir doenças crônicas, como diabetes e hipertensão.","Capacidade preditiva, Impacto na saúde, Eficiência dos algoritmos","2025-12-31","Instituições de saúde pública, Empresas de tecnologia",9,"2024-09-30","Reprovada","Plataforma de Recomendação de Tratamentos Médicos não atendeu aos critérios",4,200000.0,2,100000.0,"2024-09-01","Em Andamento",4,"Contratação de Serviços",30000.0,"2024-09-01",4,"2024-09-04","Concluído","Os chatbots inteligentes para atendimento em serviços públicos já estão em operação em diversas prefeituras.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"Lucas Almeida","lucas.almeida@projetosaude.org","Plataforma de Inteligência Artificial para Saúde, Análise de Big Data para Saúde Pública",10000.0,"Análise de Dados em Saúde Pública, IA aplicada à Medicina",2,"Instituto Capixaba de Pesquisa, Assistência Técnica e Extensão Rural (INCAPER)","Avenida Jerônimo Monteiro, 1000, Centro, Vitória - ES","Projetos em agricultura e desenvolvimento rural",30,"Sistema de IA para Triagem de Pacientes em Centros de Emergência","Desenvolvimento de sistema de IA para melhorar a triagem em emergências.",90000.0,"Pesquisa, Desenvolvimento, Testes, Implementação",2,"Pesquisador Sênior",28,"Edital V2 para Inovações em IA para Saúde","Seleção de projetos que visam desenvolver inovações em Inteligência Artificial aplicada à saúde, com foco em diagnóstico e tratamento automatizado.","Impacto no setor de saúde, Uso de IA, Viabilidade técnica","2024-12-31","Instituições de ensino superior, Empresas de tecnologia",28,"2024-12-20","Submetida","Avaliação preliminar da Solução de Big Data para Análise de Dados Clínicos em Tempo Real",30,90000.0,2,45000.0,"2025-11-01","Em Andamento",60,"Viagens para Conferências Internacionais",25000.0,"2026-07-30",30,"2024-09-30","Concluído","O sistema de IA para triagem de pacientes em centros de emergência foi finalizado e validado.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,"Carlos Mendes","carlos.mendes@aiassist.com","Chatbots Inteligentes para Atendimento em Serviços Públicos",15000.0,"IA Conversacional e Aplicações em Serviços Públicos, Automação Governamental com IA",21,"Centro de Pesquisa e Desenvolvimento em Telecomunicações (CPqD)","Rodovia Campinas-Mogi Mirim, Km 118,5, Campinas - SP","Pesquisas em telecomunicações e tecnologia da informação",21,"Sistema de Monitoramento de Pacientes com IA em UTIs","Desenvolvimento de uma solução de IA para monitoramento em tempo real de pacientes em unidades de terapia intensiva (UTI).",175000.0,"Desenvolvimento, Testes, Implementação",21,"Coordenador",20,"Edital de IA para Gerenciamento de Dados em Tempo Real","Projetos voltados ao desenvolvimento de plataformas de big data para gerenciamento de dados clínicos em tempo real.","Capacidade de gerenciamento, Impacto na saúde, Eficiência do sistema","2027-01-31","Instituições de saúde, Empresas de TI",20,"2024-11-15","Aprovada","Aplicação de Machine Learning para Fraudes aprovado com recomendação de execução",21,175000.0,2,70000.0,"2025-06-15","Concluído",51,"Compra de Equipamentos de Pesquisa",25000.0,"2026-04-25",21,"2024-09-21","Concluído","O sistema de IA para detecção de doenças respiratórias em exames de imagem foi concluído e validado por médicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,"Gabriel Barbosa","gabriel.barbosa@frauddetect.ai","Aplicação de Machine Learning para Identificação de Fraudes em Saúde",45000.0,"Detecção de Fraudes em Saúde com IA, Machine Learning em Processos Financeiros",16,"Faculdade Católica Salesiana","Rua Santa Filomena, 450, Santa Lúcia, Vitória - ES","Projetos educacionais e psicologia aplicada",16,"Solução de IA para Triagem de Pacientes em Pronto Socorro","Desenvolvimento de um sistema inteligente que usa IA para realizar a triagem inicial de pacientes em pronto socorros, agilizando o atendimento.",75000.0,"Pesquisa, Desenvolvimento, Testes",16,"Pesquisador Sênior",16,"Edital de IA para Gestão de Estoques Hospitalares","Projetos voltados ao uso de IA para otimização e previsão de demandas em estoques hospitalares, com foco em medicamentos e suprimentos.","Capacidade preditiva, Impacto na gestão hospitalar, Sustentabilidade da solução","2026-09-30","Hospitais, Empresas de tecnologia",16,"2024-10-30","Submetida","Avaliação preliminar da Solução de IA para Triagem de Pacientes em Pronto Socorro",16,75000.0,4,35000.0,"2025-04-01","Em Andamento",16,"Compra de Licenças de Software",15000.0,"2025-03-01",16,"2024-09-16","Em Andamento","A IA para gestão de estoques hospitalares está em fase de testes para otimizar os recursos hospitalares.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"Lucas Almeida","lucas.almeida@projetosaude.org","Plataforma de Inteligência Artificial para Saúde, Análise de Big Data para Saúde Pública",10000.0,"Análise de Dados em Saúde Pública, IA aplicada à Medicina",10,"Instituto Nacional de Pesquisas Espaciais (INPE)","Avenida dos Astronautas, 1758, São José dos Campos - SP","Pesquisas em geoinformação, meteorologia e clima espacial",10,"Integração de IA e Robótica para Reabilitação Física","Desenvolvimento de robôs inteligentes que auxiliam na reabilitação de pacientes com deficiências motoras.",145000.0,"Pesquisa, Desenvolvimento, Testes",10,"Pesquisador Sênior",10,"Edital de Robótica para Reabilitação Física","Projetos focados no desenvolvimento de robôs inteligentes para auxiliar em processos de reabilitação física de pacientes com mobilidade reduzida.","Inovação robótica, Impacto na reabilitação, Viabilidade técnica","2026-02-28","Empresas de robótica, Instituições de saúde",10,"2024-10-01","Submetida","Avaliação preliminar da Integração de IA e Robótica para Reabilitação Física",10,145000.0,3,70000.0,"2025-01-01","Em Andamento",40,"Compra de Ferramentas",10000.0,"2025-12-01",10,"2024-09-10","Em Andamento","A integração de IA e robótica para reabilitação física está sendo testada com pacientes em reabilitação.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,"Marina Lopes","marina.lopes@researchhealth.net","Análise de Sentimento em Redes Sociais para Políticas Públicas",25000.0,"Processamento de Linguagem Natural, Análise de Sentimento e Políticas Públicas",1,"Universidade Federal do Espírito Santo (UFES)","Avenida Fernando Ferrari, 514, Goiabeiras, Vitória - ES","Projetos em biotecnologia, saúde e sustentabilidade",1,"Plataforma de Inteligência Artificial para Saúde Pública","Desenvolvimento de uma plataforma de IA para analisar dados de saúde e auxiliar em diagnósticos e políticas de saúde pública.",50000.0,"Desenvolvimento, Implementação",1,"Assistente",8,"Edital de Wearables para Monitoramento de Saúde de Idosos","Projetos que visam o desenvolvimento de dispositivos wearables para monitorar a saúde de idosos e prevenir emergências médicas.","Inovação em dispositivos, Impacto na saúde, Sustentabilidade","2025-10-31","Empresas de tecnologia vestível, Instituições de saúde",8,"2024-09-25","Aprovada","Monitoramento de Bem-Estar de Idosos com Wearables aprovado com distinção",1,50000.0,2,25000.0,"2024-06-01","Em Andamento",1,"Compra de Equipamentos",15000.0,"2024-06-15",1,"2024-09-01","Em Andamento","A plataforma de IA para saúde está em fase de desenvolvimento de algoritmos preditivos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,"Ana Torres","ana.torres@smartcitieslab.com","Sistema de Monitoramento de Dados Urbanos para Cidades Inteligentes",20000.0,"Internet das Coisas e Cidades Inteligentes, Big Data na Gestão Urbana",20,"Fundação Oswaldo Cruz (FIOCRUZ)","Avenida Brasil, 4365, Manguinhos, Rio de Janeiro - RJ","Projetos em saúde pública e desenvolvimento de vacinas",20,"Aplicação de Machine Learning para Identificação de Fraudes em Saúde","Desenvolvimento de algoritmos de machine learning para identificar fraudes em processos de reembolso de saúde.",85000.0,"Pesquisa, Desenvolvimento, Testes",20,"Pesquisador Júnior",19,"Edital de Chatbots com IA para Atendimento em Centros de Saúde","Fomento a projetos de chatbots inteligentes para atendimento automatizado em centros de saúde, melhorando o acesso a informações e triagem inicial.","Capacidade de interação, Impacto na saúde, Escalabilidade","2026-12-31","Empresas de tecnologia, Instituições de saúde",19,"2024-11-10","Submetida","Avaliação preliminar da Plataforma de Apoio à Decisão para Políticas de Saúde Pública",20,85000.0,3,50000.0,"2025-06-01","Em Andamento",20,"Publicação de Resultados",12000.0,"2025-04-15",20,"2024-09-20","Em Andamento","A solução de IA para gerenciamento de dados clínicos em tempo real está em fase de integração com sistemas de saúde.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,"Bruno Neves","bruno.neves@blockchaininnovation.org","Blockchain para Gestão Segura de Dados Médicos",30000.0,"Segurança de Dados em Saúde, Blockchain e Privacidade de Informações",2,"Instituto Capixaba de Pesquisa, Assistência Técnica e Extensão Rural (INCAPER)","Avenida Jerônimo Monteiro, 1000, Centro, Vitória - ES","Projetos em agricultura e desenvolvimento rural",2,"Análise de Big Data para Previsão de Demandas em Hospitais","Utilização de big data e IA para prever demanda por recursos em hospitais, otimizando o uso de leitos e equipamentos médicos.",100000.0,"Coleta de Dados, Análise, Implementação",2,"Pesquisador Sênior",4,"Edital de Automação de Processos Públicos com IA","Fomento a soluções baseadas em IA para a automação de processos governamentais, visando redução de custos e aumento de eficiência.","Uso de IA, Automação de processos, Escalabilidade","2025-02-28","Instituições públicas, Startups de tecnologia",4,"2024-09-05","Submetida","Avaliação preliminar do Chatbot Inteligente para Atendimento em Serviços Públicos",2,100000.0,3,50000.0,"2024-07-01","Em Andamento",2,"Pagamento de Bolsas",50000.0,"2024-07-01",2,"2024-09-02","Concluído","O sistema de análise de big data para hospitais foi implementado com sucesso e está em operação.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,"Carolina Nunes","carolina.nunes@epidemiccontrol.ai","IA para Prevenção de Epidemias com Análise de Dados de Mobilidade",50000.0,"IA em Epidemiologia, Prevenção de Epidemias com Big Data",8,"Centro de Pesquisas René Rachou (FIOCRUZ Minas)","Avenida Augusto de Lima, 1715, Barro Preto, Belo Horizonte - MG","Projetos em saúde pública e biomedicina",8,"Blockchain para Gestão Segura de Dados Médicos","Implementação de uma solução baseada em blockchain para garantir a segurança e a privacidade dos dados médicos em sistemas de saúde.",60000.0,"Desenvolvimento, Testes, Implementação",8,"Pesquisador Sênior",5,"Edital de Análise de Sentimento para Políticas Públicas","Fomento a projetos de monitoramento de opinião pública por meio de análise de sentimento em redes sociais, aplicando técnicas de NLP.","Capacidade de análise em tempo real, Impacto social, Precisão dos modelos de NLP","2025-05-30","Instituições de pesquisa, Organizações governamentais",5,"2024-09-10","Aprovada","Análise de Sentimento em Redes Sociais aprovada com ressalvas",8,60000.0,4,30000.0,"2024-12-01","Em Andamento",38,"Viagem para Eventos Científicos",20000.0,"2025-11-05",8,"2024-09-08","Em Andamento","O desenvolvimento de wearables para monitoramento da saúde de idosos está em fase de prototipagem.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
